_id,PARK_NAME,LOCATION_NAME,PARK_TYPE_ID,PARK_TYPE_DESC,CAPACITY_OF_PARK,WORKING_TIME,COUNTY_NAME,LONGITUDE,LATITUDE
1,Vali Konağı Caddesi 1,Şişli Vali Konağı Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-19:00,ŞİŞLİ,28.9879749441318992,41.0488233569154986
2,Şakayık Sokak 1,Şişli Şakayık Soka,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-19:00,ŞİŞLİ,28.9955656052444013,41.0495232987717031
3,Hüsrev Gerede Sokak 1,Şişli Hüsrev Gerede Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-19:00,ŞİŞLİ,28.9949755781699992,41.0483895406421979
4,Sezai Selek Sokak 1,Seza-i Selek Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-19:00,ŞİŞLİ,28.9959741661449009,41.0533861999073011
5,Maçka Caddesi 1,Şişli Maçka Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-00:00,ŞİŞLİ,28.9929548331432017,41.046629692524597
6,Maçka Caddesi 6,Şişli Maçka Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-00:00,ŞİŞLİ,28.9944976003196011,41.0478293701563004
7,Taşkışla Caddesi 3,Şişli Taşkışla Caddes,YOL ÜSTÜ,YOL ÜSTÜ,0,09:00-21:00,ŞİŞLİ,28.9913023111126016,41.0479375617614011
8,Vefa Bey Sokak 1,Vefabey Soka,YOL ÜSTÜ,YOL ÜSTÜ,37,08:00-18:00,BEŞİKTAŞ,29.0066024007240983,41.0655057224779014
9,Müselles Sokak 2,Müselles Soka,YOL ÜSTÜ,YOL ÜSTÜ,40,07:00-17:00,ŞİŞLİ,29.0115881307145003,41.0688297324024987
10,Alemdağ Caddesi 5,Alemdağ Caddes,YOL ÜSTÜ,YOL ÜSTÜ,20,08:00-19:00,ÜMRANİYE,29.0941080028221997,41.0255312371320002
11,Ihlamur Dere Caddesi 1,Ihlamur Dere Caddes,YOL ÜSTÜ,YOL ÜSTÜ,27,09:00-19:00,BEŞİKTAŞ,29.0034525176202997,41.0438016377939974
12,Ihlamur Dere Caddesi 6,Ihlamur Dere Caddes,YOL ÜSTÜ,YOL ÜSTÜ,27,09:00-19:00,BEŞİKTAŞ,29.0024029610158003,41.046383298895698
13,Dereboyu Caddesi 2,Ortaköy Dereboyu Caddes,YOL ÜSTÜ,YOL ÜSTÜ,22,09:00-18:00,BEŞİKTAŞ,29.0238075739657013,41.0525791949699013
14,Alemdağ Caddesi 21 (Test),Alemdağ Caddes,YOL ÜSTÜ,YOL ÜSTÜ,500,08:00-19:00,ÜMRANİYE,29.0992011597313009,41.0253098598845014
15,Karakol Caddesi 1,Karakol Caddes,YOL ÜSTÜ,YOL ÜSTÜ,18,08:00-19:00,BEŞİKTAŞ,29.0164071577362996,41.075402984182702
16,Gonca Esnaf Önü 1,Levent Esnaf Ön,YOL ÜSTÜ,YOL ÜSTÜ,23,08:00-19:00,BEŞİKTAŞ,29.0166958601018017,41.0759943082713974
17,Bosna Bulvarı 4,Ümraniye Bosna Bulvar,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-19:00,ÜMRANİYE,29.0844743268431003,41.024938615784599
18,Hakimiyet-i Milliye Caddesi 2,Üsküdar Hakimiyet-i Milliye Caddes,YOL ÜSTÜ,YOL ÜSTÜ,25,08:00-19:00,ÜSKÜDAR,29.0160325169563009,41.0225429704273026
19,Perşembe Pazarı 2,Karaköy Perşembe Pazar,YOL ÜSTÜ,YOL ÜSTÜ,32,08:00-18:00,BEYOĞLU,28.9702788851638999,41.0241210457322012
20,Poyraz Yol Üstü 6,Poyraz Yol Üst,YOL ÜSTÜ,YOL ÜSTÜ,36,08:00-18:00,KADIKÖY,29.040502641684899,40.9920091951618986
21,Ataşehir Bulvarı 5,Ataşehir Bulvar,YOL ÜSTÜ,YOL ÜSTÜ,25,08:00-18:00,ATAŞEHİR,29.125319123268099,40.9928440484049972
22,Kabataş Set Üstü 1,Kabataş Setüst,YOL ÜSTÜ,YOL ÜSTÜ,60,08:00-18:00,BEYOĞLU,28.9939445232644992,41.03618849195
23,Atatürk Bulvarı,Atatürk Bulvarı ,YOL ÜSTÜ,YOL ÜSTÜ,50,07:30-18:30,FATİH,28.9535198446565012,41.0122623682819025
24,Rumeli Hisar Önü Açık Otoparkı,Rumeli Hisar Ön,AÇIK OTOPARK,AÇIK OTOPARK,70,24 Saat,SARIYER,29.0567112087023993,41.0854593814071976
25,İstinye 3 ( Hastane Karşısı ),İstinye Caddes,YOL ÜSTÜ,YOL ÜSTÜ,25,08:00-18:00,SARIYER,29.0561602469287017,41.1149636096172983
26,Sarıyer Deresi Sokak 1,Sarıyer Deresi Soka,YOL ÜSTÜ,YOL ÜSTÜ,13,08:00-18:00,SARIYER,29.0570374249282999,41.1688570495517965
27,Kazım Özalp Sokak 4,Kazım Özalp Soka,YOL ÜSTÜ,YOL ÜSTÜ,40,09:00-20:00,KADIKÖY,29.0749115135856009,40.961186620975603
28,Kazım Özalp Sokak 8,Kazım Özalp Soka,YOL ÜSTÜ,YOL ÜSTÜ,40,09:00-20:00,KADIKÖY,29.0773943554360983,40.9635441572401007
29,Yalı Köşkü Caddesi 1,Yalı Köşkü Caddes,YOL ÜSTÜ,YOL ÜSTÜ,100,07:00-22:00,FATİH,28.9754037237856998,41.0162288353241991
30,Kartal Hürriyet Caddesi 2,Kartal Hürriyet Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-18:00,KARTAL,29.1862580075555016,40.8890847976313978
31,Kartal Hürriyet Caddesi 4,Kartal Hürriyet Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-18:00,KARTAL,29.1883651661648997,40.8894515025412986
32,Kartal Savarona Caddesi 1,Kartal Savarona Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-18:00,KARTAL,29.1830874212264,40.8872001154772988
33,Pendik Lokman Hekim Caddesi 1,Pendik Lokman Hekim Caddes,YOL ÜSTÜ,YOL ÜSTÜ,25,09:00-19:00,PENDİK,29.2352065289302985,40.8794321103301996
34,Gonca Sokak 2,Gonca Soka,YOL ÜSTÜ,YOL ÜSTÜ,16,08:00-19:00,BEŞİKTAŞ,29.0169571733482989,41.0759876415464973
35,Oda Kule Önü 1,Odakule Ön,YOL ÜSTÜ,YOL ÜSTÜ,30,07:00-00:00,BEYOĞLU,28.9750607519810011,41.0322512079753992
36,Nakilbent Sokak,Nakilbent Soka,YOL ÜSTÜ,YOL ÜSTÜ,80,08:00-02:00,FATİH,28.9742909689497985,41.0039627453483035
37,Dostluk Yurdu 1,Dostluk Yurdu Soka,YOL ÜSTÜ,YOL ÜSTÜ,50,07:00-18:00,FATİH,28.972775205701101,41.0070887352289972
38,Güvenlik Caddesi 1,Güvenlik Caddes,YOL ÜSTÜ,YOL ÜSTÜ,35,08:00-18:00,FATİH,28.9566929102632997,41.0070291781100025
39,Fuat Paşa Caddesi 2,Fuat Paşa Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,07:30-18:00,FATİH,28.9660081824419997,41.0129156905849968
40,Fuat Paşa Caddesi 3,Fuat Paşa Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,07:30-18:00,FATİH,28.9659907739697005,41.0133649365751012
41,Ataşehir Bulvarı 15,Ataşehir Bulvar,YOL ÜSTÜ,YOL ÜSTÜ,20,08:00-18:00,ATAŞEHİR,29.1210544109343985,40.9927468719206018
42,Fevzipaşa Caddesi 9,Fevzipaşa Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-19:00,FATİH,28.9488512660959998,41.0181810129679008
43,Fevzipaşa Caddesi 11,Fevzipaşa Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-19:00,FATİH,28.9476636434165009,41.0193617448972034
44,Fevzipaşa Caddesi 19,Fevzipaşa Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-19:00,FATİH,28.9443834258776995,41.0227432485519969
45,Samatya Sahil,Samatya Sahi,AÇIK OTOPARK,AÇIK OTOPARK,80,12:00-22:00,FATİH,28.9327923970387992,40.9989448342937024
46,Hasanpaşa Muhtarlık Açık Otoparkı,Hasanpaşa Muhtarlık Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,100,08:00-22:00,KADIKÖY,29.0429124017311011,40.9973787421223008
47,Akdeniz Caddesi 4,Akdeniz Caddes,YOL ÜSTÜ,YOL ÜSTÜ,25,08:00-19:00,FATİH,28.9470128094271004,41.0194602703946032
48,Bakırköy İstanbul Caddesi 9,Bakırköy İstanbul Caddes,YOL ÜSTÜ,YOL ÜSTÜ,45,08:00-19:00,BAKIRKÖY,28.879683562183299,40.9787060704662025
49,Zeytinburnu 58. Bulvar 3,Zeytinburnu 58. Bulva,YOL ÜSTÜ,YOL ÜSTÜ,34,09:00-19:00,ZEYTİNBURNU,28.9038273488434001,40.9929976511757985
50,Bayrampaşa Numunebağı Caddesi 2,Bayrampaşa Numunebağı Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-18:00,BAYRAMPAŞA,28.9144279829179993,41.0321010288980972
51,Bayrampaşa Numunebağı Caddesi 3,Bayrampaşa Numunebağı Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-18:00,BAYRAMPAŞA,28.9143639643179,41.0319549000145969
52,Ahmet Kutsi Tecer Caddesi 1,Ahmet Kutsi Tecer Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-18:00,GÜNGÖREN,28.8870346708831001,41.0087304607920018
53,Ahmet Kutsi Tecer Caddesi 13,Ahmet Kutsi Tecer Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-18:00,GÜNGÖREN,28.8890375123609999,41.0055722093447983
54,Yener Sokak 1,Yener Soka,YOL ÜSTÜ,YOL ÜSTÜ,25,08:00-18:00,BEŞİKTAŞ,29.0092500399385997,41.0642034983461031
55,Sabancı Öğretmen Evi Önü 3,Sabancı Öğretmen Evi Ön,YOL ÜSTÜ,YOL ÜSTÜ,27,09:00-20:00,BEYKOZ,29.0655460030057,41.0800099578934024
56,Yeşilköy İstasyon Caddesi 3,Yeşilköy İstasyon Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-18:00,BAKIRKÖY,28.8245124883387014,40.9614558311587018
57,Yeşilköy İstasyon Caddesi 10,Yeşilköy İstasyon Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-18:00,BAKIRKÖY,28.8237786132742997,40.9603655442850965
58,Yeşilköy İstasyon Caddesi 16,Yeşilköy İstasyon Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-18:00,BAKIRKÖY,28.8242237924226004,40.9610007498371971
59,Florya Havuzlu Bahçe,Florya Havuzlu Bahç,AÇIK OTOPARK,AÇIK OTOPARK,135,08:00-19:00,BAKIRKÖY,28.7908059257131015,40.9764200927431972
60,Kartal Balıkçılar Açık,Kartal Balıkçıla,AÇIK OTOPARK,AÇIK OTOPARK,100,08:00-20:00,KARTAL,29.1884276668086997,40.8872483354898009
61,Atatürk Caddesi 2,Silivri Atatürk Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,09:00-23:00,SİLİVRİ,28.2435637532273986,41.0736699215228995
62,Atatürk Caddesi 6 (0-20 Dakika Ücretsiz),Silivri Atatürk Caddes,YOL ÜSTÜ,YOL ÜSTÜ,50,09:00-23:00,SİLİVRİ,28.2434785971314994,41.0720742205140965
63,Maslak P+R Yol Üstü,Maslak P+,AÇIK OTOPARK,AÇIK OTOPARK,150,24 Saat,SARIYER,29.0240957205859011,41.1166408097176017
64,Topkapı Minibüs Peronları,Topkapı Minibüs Peronlar,MİNİBÜS PARK,MİNİBÜS PARK,270,24 Saat,ZEYTİNBURNU,28.9186752225452004,41.0181631499640034
65,Karaköy Katlı,Karaköy Katl,KAPALI OTOPARK,KAPALI OTOPARK,600,24 Saat,BEYOĞLU,28.9772178004033982,41.0228939059538007
66,Bakırköy İdo İskele Önü,Bakırköy İdo İskelesi Ön,AÇIK OTOPARK,AÇIK OTOPARK,300,24 Saat,BAKIRKÖY,28.8760401946348004,40.9739659289558986
67,Sanatkarlar Caddesi 1,Silivri Sanatkarlar Caddes,YOL ÜSTÜ,YOL ÜSTÜ,70,09:00-21:00,SİLİVRİ,28.2441313939181988,41.0758050632096001
68,Ortaköy Açık,Ortaköy Açı,AÇIK OTOPARK,AÇIK OTOPARK,200,24 Saat,BEŞİKTAŞ,29.032599845326601,41.0504156993832012
69,Savaş Caddesi 3,Savaş Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-18:00,GÜNGÖREN,28.8874200969570012,41.0128304641925965
70,Capitol Avm Önü Taksi Durağı,Capitol Avm Önü Taksi Durağ,TAKSİ PARK,TAKSİ PARK,5,11:00-19:00,ÜSKÜDAR,29.0391826472462995,41.0213193943725969
71,Harbiye Zemin Altı Otoparkı,Harbiye Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,142,24 Saat,BEYOĞLU,28.9878819798618999,41.0405398332228017
72,Kadıköy İski Açık Otoparkı,Kadıköy İski Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,89,24 Saat,KADIKÖY,29.0208041667937984,40.9873655005234028
73,Bostancı Açık,Bostancı Açı,AÇIK OTOPARK,AÇIK OTOPARK,375,24 Saat,KADIKÖY,29.0902551716655999,40.9522908984577967
74,Bostancı Sahil-Cep Açık Otoparkı,Bostancı Sahil Ce,AÇIK OTOPARK,AÇIK OTOPARK,195,24 Saat,KADIKÖY,29.0884872903546992,40.9545232644902981
75,Pendik Katlı Otoparkı,Pendik Katl,KAPALI OTOPARK,KAPALI OTOPARK,120,24 Saat,PENDİK,29.234181996561901,40.8789348795230012
76,Ümraniye Katlı Otoparkı,Ümraniye Katlı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,665,24 Saat,ÜMRANİYE,29.0953349757127988,41.0260923032182987
77,Haldun Alagaş Katlı Otoparkı,Haldun Alagaş Katl,KAPALI OTOPARK,KAPALI OTOPARK,240,24 Saat,ÜMRANİYE,29.1050952305836006,41.0260703724596993
78,Mevlana Yeraltı Katlı Otoparkı,Mevlana Yer Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,1000,24 Saat,ZEYTİNBURNU,28.9046359211768014,41.0056588258871031
79,Kartal Hasan Doğan Spor Kompleksi,Kartal Hasan Doğan Spor Kompleks,KAPALI OTOPARK,KAPALI OTOPARK,400,24 Saat,KARTAL,29.1899115899830015,40.8925343906161984
80,Haseki Caddesi 1,Haseki Caddes,YOL ÜSTÜ,YOL ÜSTÜ,32,07:30-18:00,FATİH,28.9440397407985017,41.0091178228886974
81,Siyavuşpaşa Yer Altı Otoparkı,Siyavuşpaşa Yer Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,155,24 Saat,BAHÇELİEVLER,28.8531558095713017,40.9965135143159003
82,Ataşehir Bulvarı Taksi Durağı,Ataşehir Bulvarı Taksi Durağ,TAKSİ PARK,TAKSİ PARK,30,08:00-16:00,ATAŞEHİR,29.1267067463254001,40.9925719800084991
83,Gençler Caddesi 2,Gençler Caddes,YOL ÜSTÜ,YOL ÜSTÜ,35,08:00-19:00,BAKIRKÖY,28.8713505624634017,40.9805144708769973
84,Hacıosman Metro Yer Altı Otoparkı,Hacıosman Metro Yer Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,422,24 Saat,SARIYER,29.030520644207801,41.1401615874358981
85,Deniz Feneri Otoparkı,Deniz Feneri Otopark,AÇIK OTOPARK,AÇIK OTOPARK,175,24 Saat,FATİH,28.9772077552261997,41.001933670859998
86,Mete Caddesi 2,Mete Caddes,YOL ÜSTÜ,YOL ÜSTÜ,25,07:30-20:30,BEYOĞLU,28.9883966239611013,41.0389534638448978
87,Mete Caddesi 1,Mete Caddes,YOL ÜSTÜ,YOL ÜSTÜ,25,07:30-20:30,BEYOĞLU,28.9879571839367003,41.0382325596750022
88,İdealtepe Açık Otoparkı,İdealtepe Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,181,08:00-01:00,MALTEPE,29.1137193309699995,40.9376691599546021
89,Kadıköy Beşiktaş İskele Önü Taksi Durağı,Kadıköy Beşiktaş İskele Önü Taksi Durağ,TAKSİ PARK,TAKSİ PARK,50,07:00-22:00,KADIKÖY,29.0219934735225991,40.9910509487786001
90,Veteriner Hilmi Sokak Yol Üstü 1,Veteriner Hilmi Sokak Yol Üst,YOL ÜSTÜ,YOL ÜSTÜ,20,08:00-18:00,ŞİŞLİ,28.9891787759173987,41.0602883823350027
91,Deniz Feneri Otoparkı,Deniz Feneri Otopark,AÇIK OTOPARK,AÇIK OTOPARK,175,24 Saat,FATİH,28.9768167414579985,41.0012788362888969
92,Küçükyalı P+R,Küçükyalı P+,AÇIK OTOPARK,AÇIK OTOPARK,150,07:00-18:00,MALTEPE,29.1224592977548014,40.9498978996395024
93,Harbiye Nizamiye Caddesi Yol Üstü Otoparkı 2,Harbiye Nizamiye Caddesi Yol Üstü otopark,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-18:00,ŞİŞLİ,29.0111186916333992,41.0573220244954982
94,Fişekhane Caddesi 4,Fişekhane Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-19:00,BAKIRKÖY,28.8721290488843998,40.9782330778418995
95,İstanbul Anadolu Adalet Sarayı Taksi Durağı,İstanbul Anadolu Adalet Sarayı Taksi Durağ,TAKSİ PARK,TAKSİ PARK,5,08:00-16:00,KARTAL,29.1836059462357014,40.886940191297299
96,İtalyan Hastanesi Karşısı Açık Otoparkı 1,İtalyan Hastanesi Karşısı Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,25,09:00-21:00,BEYOĞLU,28.9815741777420008,41.0280590630134014
97,Çamlıbahçe,Bebek Sahil Yol,YOL ÜSTÜ,YOL ÜSTÜ,29,08:00-23:00,BEŞİKTAŞ,29.0456584096227992,41.0702899418073031
98,Rıhtım Caddesi Taksi Durağı,Rıhtım Caddesi Taksi Durağ,TAKSİ PARK,TAKSİ PARK,5,07:00-22:00,KADIKÖY,29.0244884594347994,40.991711168072797
99,Kartal Minibüs Durakları Peronları 1,Kartal Minibüs Durakları Peronlar,MİNİBÜS PARK,MİNİBÜS PARK,700,07:00-21:00,KARTAL,29.1947171188765999,40.8860832998663994
100,Maçka Katlı Otoparkı,Maçka Katlı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,508,24 Saat,ŞİŞLİ,28.9901946237588994,41.0481455846258001
101,Zincirlikuyu Metrobüs Taksi Durağı,Zincirlikuyu Metrobüs Taksi Durağ,TAKSİ PARK,TAKSİ PARK,10,07:00-23:00,ŞİŞLİ,29.0136209681941999,41.0669377908277013
102,Acıbadem Açık Otoparkı,Acıbadem Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,100,06:00-19:00,ÜSKÜDAR,29.0574914216994991,41.0156684549270025
103,Belgrad Ormanı Bahçeköy Girişi Açık,Belgrad Ormanı Otopark,AÇIK OTOPARK,AÇIK OTOPARK,5000,06:00-20:00,SARIYER,28.9888536930084015,41.183563490766403
104,Kazlı Çeşme Metro Durağı Önü Taksi Durağı,Kazlıçeşme Metro Durağı Önü Taksi Durağ,TAKSİ PARK,TAKSİ PARK,20,07:00-23:00,ZEYTİNBURNU,28.9169771107005005,40.9928480846644021
105,Gülsuyu Metro Yer Altı Otoparkı,Gülsuyu Metro Yer Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,100,07:00-00:00,MALTEPE,29.155027270317099,40.9237701375712035
106,Aslanhane Sokak 1,Aslanhane Soka,YOL ÜSTÜ,YOL ÜSTÜ,26,08:00-19:00,FATİH,28.950486821624601,41.0176966032964003
107,Alibeyköy Cep Otogarı Otobüs Otoparkı,Alibeyköy Cep Otogarı Otobüs Otopark,AÇIK OTOPARK,AÇIK OTOPARK,5000,24 Saat,EYÜP,28.9451551437378001,41.0876321246792031
108,Ataşehir Ihlamur Sokak 1,Ataşehir Ihlamur Soka,YOL ÜSTÜ,YOL ÜSTÜ,50,08:00-18:00,ATAŞEHİR,29.1053795814513983,40.9903356345319025
109,Darülbedai Caddesi 4,Darülbedai Caddes,YOL ÜSTÜ,YOL ÜSTÜ,40,08:00-00:00,ŞİŞLİ,28.9906085281481012,41.0487105124517981
110,Küçüksu Kasrı Açık Otoparkı,Küçüksu Kasrı Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,200,07:00-23:00,BEYKOZ,29.0657499432563995,41.0787506573235035
111,Kazlıçeşme Marmaray Açık Otoparkı,Kazlıçeşme Marmaray Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,700,24 Saat,ZEYTİNBURNU,28.9165494778442991,40.992230420615499
112,Ümraniye Dr. Fazıl Küçük Caddesi 4,Ümraniye Dr. Fazıl Küçük Caddes,YOL ÜSTÜ,YOL ÜSTÜ,24,08:00-17:00,ÜMRANİYE,29.1124142361762992,41.0271515082272984
113,Pendik Marina 2,Pendik Marin,YOL ÜSTÜ,YOL ÜSTÜ,42,07:30-19:00,PENDİK,29.233581125736201,40.8733932950084977
114,Pendik Sahil Engelliler Merkez Önü,Pendik Sahil Engelliler Merkez Ön,AÇIK OTOPARK,AÇIK OTOPARK,100,10:00-22:00,PENDİK,29.2329454421996999,40.8734074922128983
115,Biruni Üniversitesi Açık Otoparkı,Biruni Üniversitesi Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,150,08:00-19:00,ZEYTİNBURNU,28.9201569557190012,41.0042572397971981
116,Dalyan Açık Otoparkı,Dalyan Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,120,24 Saat,KADIKÖY,29.0644061565398992,40.9635165705221027
117,Yenikapı Marmaray Büyük Otoparkı,Yenikapı Marmaray Büyük Otopark,AÇIK OTOPARK,AÇIK OTOPARK,300,07:00-23:00,FATİH,28.9504820108414016,41.0056862799103001
118,Beyoğlu Tepebaşı Katlı Otoparkı,Beyoğlu Tepebaşı Katlı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,1005,24 Saat,BEYOĞLU,28.9743643999100016,41.0319095316963001
119,Süleyman Seba Caddesi 6,Süleyman Seba Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:00-19:00,BEŞİKTAŞ,28.9966936380404015,41.0435127249053977
120,Çekmeköy Mimar Sinan Caddesi 1,Çekmeköy Mimar Sinan Caddes,YOL ÜSTÜ,YOL ÜSTÜ,20,08:00-19:00,ÇEKMEKÖY,29.1759082674979986,41.0326945707175028
121,Yeşilköy Mesleki Eğitim Okulu Kapalı Otoparkı,Yeşilköy Mesleki Eğitim Okulu Kapalı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,100,24 Saat,BAKIRKÖY,28.8230609893799006,40.9609584294779978
122,Bostancı Vergi Dairesi Açık Otoparkı,Bostancı Vergi Dairesi Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,105,08:00-20:00,ATAŞEHİR,29.1079999343615015,40.9625308244579003
123,Yıldız Kavşağı Yol Üstü Otoparkı,Yıldız Kavşağı Yol Üstü Otopark,YOL ÜSTÜ,YOL ÜSTÜ,20,08:00-18:00,BEŞİKTAŞ,29.0072294331761,41.0503307144633993
124,Bostancı İdo Karşısı Açık Otopark 1,Bostancı İdo Karşısı Açık Otopar,AÇIK OTOPARK,AÇIK OTOPARK,84,24 Saat,KADIKÖY,29.0952541002700009,40.9523911155812002
125,Ragıp Gümüşpala Açık Otoparkı,Ragıp Gümüşpala Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,300,24 Saat,FATİH,28.9625353534806003,41.0212728203281003
126,Alibeyköy Cep Otogarı P+R,Alibeyköy Cep Otogarı P+,AÇIK OTOPARK,AÇIK OTOPARK,88,24 Saat,EYÜP,28.9423878505096006,41.0882315132800002
127,Beykoz Pazar Yeri Açık Otoparkı,Beykoz Pazar Yeri Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,500,07:00-00:00,BEYKOZ,29.0859021935844986,41.1400111163844002
128,Çırpıcı Sosyal Tesisler,Çırpıcı Sosyal Tesisle,AÇIK OTOPARK,AÇIK OTOPARK,128,24 Saat,ZEYTİNBURNU,28.8925986083327011,40.9999629601201008
129,Kasımpaşa Sosyal Tesisler Otoparkı,Kasımpaşa Sosyal Tesisler Otopark,AÇIK OTOPARK,AÇIK OTOPARK,80,08:00-21:00,BEYOĞLU,28.9669297059177993,41.0298538374374999
130,Gözdağı Sosyal Tesisler  Açık Otoparkı,Gözdağı Sosyal Tesisler Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,300,07:00-22:00,PENDİK,29.2531532049179006,40.890758256305098
131,Fatih Akşemsettin Caddesi 1,Fatih Akşemsettin Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:30-19:00,FATİH,28.9444391477411997,41.0220240723352987
132,Fatih Akşemsettin Caddesi 6,Fatih Akşemsettin Caddes,YOL ÜSTÜ,YOL ÜSTÜ,30,08:30-19:00,FATİH,28.9416253566742014,41.0204039943667027
133,Ressam Halim Sokak Açık Otoparkı,Ressam Halim Sokak Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,120,24 Saat,BAHÇELİEVLER,28.8639633383605982,40.9968297685814989
134,Bağcılar Emniyet Müdürlüğü Yanı Açık Otoparkı,Bağcılar Emniyet Müdürlüğü Yanı Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,100,08:00-18:00,BAĞCILAR,28.8597932017925984,41.0352735759429024
135,Sultanbeyli Kent Meydanı Zemin Altı Otoparkı,Sultanbeyli Kent Meydanı Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,300,24 Saat,SULTANBEYLİ,29.2666420340537989,40.9668422081733965
136,Merter Metro Zeminaltı Otoparkı,Merter Metro Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,242,24 Saat,GÜNGÖREN,28.8898306516076993,41.0037268780431035
137,Şişli Zemin Altı Otoparkı,Şişli Zemin Altı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,581,24 Saat,ŞİŞLİ,28.9991953412736017,41.0641005095346969
138,Uzunçayır Açık Otoparkı,Uzunçayır Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,85,06:00-19:00,KADIKÖY,29.0573544076297985,40.9989901689259
139,Pendik Sahil Açık Otoparkı,Pendik Sahil Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,400,24 Saat,PENDİK,29.2315689762901982,40.8720327806310024
140,Acıbadem Açık Otoparkı,Acıbadem Açık Otopark,AÇIK OTOPARK,AÇIK OTOPARK,100,06:00-18:00,ÜSKÜDAR,29.0575544375709995,41.0157867785191002
141,Bebek Açık,Bebek Açı,AÇIK OTOPARK,AÇIK OTOPARK,35,24 Saat,BEŞİKTAŞ,29.0434456557705012,41.0769661627345997
142,Ataşehir Bulvarı 21,Ataşehir Bulvar,YOL ÜSTÜ,YOL ÜSTÜ,15,08:00-18:00,ATAŞEHİR,29.1271233332610997,40.9917095878277991
143,Levent Çarşı 3,Levent Çarş,YOL ÜSTÜ,YOL ÜSTÜ,23,08:00-19:00,BEŞİKTAŞ,29.0155525933482004,41.0759293956721976
144,Gençler Caddesi 6,Gençler Caddes,YOL ÜSTÜ,YOL ÜSTÜ,35,08:00-19:00,BAKIRKÖY,28.8720502169508997,40.9806231385266031
145,İspark Merter Katlı Otoparkı,İspark Merter Katlı Otopark,KAPALI OTOPARK,KAPALI OTOPARK,900,24 Saat,GÜNGÖREN,28.8897135955605009,41.003799961924301
